ids,en,de
554,I should like to end by looking at the need for bioethics and also add that I see Europe 's increasing drug consumption as harmful .,"Ich schließe mit einem Hinweis auf die Notwendigkeit der Bioethik und möchte hinzufügen , daß mir das Eingreifen der Medizin in das Leben , wie wir es in Europa erfahren , unheilvoll erscheint ."
555,"There are countries which stuff themselves with tranquilizers , but I do not know of any pill against misfortune or unemployment .","Es gibt Länder , in denen sich die Menschen mit Beruhigungsmitteln vollstopfen , und doch kenne ich keine Anti-Unglücks- oder Anti-Arbeitslosigkeitspille ."
556,It calls the attention of governments and of public opinion to the need to create a social climate conducive to therapeutic research .,"Mit dieser Mitteilung werden die Regierungen und die Öffentlichkeit auf die Notwendigkeit aufmerksam gemacht , daß für die therapeutische Forschung ein gesellschaftlich günstiges Klima geschaffen werden muß ."
557,We cannot support the report presented by the rapporteur .,Wir können den von der Berichterstatterin ausgearbeiteten Bericht nicht unterstützen .
558,The Group of the European People 's Party has therefore tabled a block of amendments which we think it is essential to approve .,"Deshalb hat die Fraktion der Europäischen Volkspartei ein Paket von Änderungsanträgen eingereicht , deren Annahme wir für wesentlich halten ."
559,It must not be forgotten that therapeutic progress would be best served by the promotion of innovation as would lightening the future burdens on social security systems .,Die Steigerung der Innovationsfähigkeit ist das beste Werkzeug für den therapeutischen Fortschritt - das darf nicht vergessen werden -wie auch für die künftige Entlastung der Sozialversicherungssysteme .
560,"The best protection of the interests of patients as consumers is the availability of high quality , safe and effective medicines .","Der beste Verbraucherschutz für die Patienten besteht in der Verfügbarkeit qualitativ hochwertiger , sicherer und wirksamer Arzneimittel ."
561,"We forget that a medicine is an active substance coupled with a process of pharmacological and clinical research , plus information and civil and criminal liability .","Es wird außer acht gelassen , was ein Medikament ist , nämlich ein Wirkstoff plus pharmakologische und klinische Forschung , plus Aufklärung sowie zivil- und strafrechtliche Verantwortung ."
562,"Medicines known as ' generic ' , which make no contribution to therapeutic or social progress , contribute nothing to that .","Zu nichts von dem tragen die sogenannten "" Generika "" bei , die nichts zum therapeutischen oder sozialen Fortschritt beisteuern ."
563,It is only a factor of selfregulation and must be taken as such .,"Bei ihnen handelt es sich lediglich um eine Selbstregulierungshilfe , die auch als solche nehmen ist ."
564,Many of the speeches made by distinguished fellow-Members on this report forget that there is very full legislation in the European Union and that this communication deals only with the perspectives of an industrial pharmaceutical policy .,"In vielen Beiträgen der verehrten Kolleginnen und Kollegen zu diesem Bericht wird vergessen , daß es in der Europäischen Union ein sehr umfassendes Rechtsstatut gibt und diese Mitteilung nur die Perspektiven für eine Industriepolitik im Arzneimittelsektor behandelt ."
565,"If we had concentrated on that , perhaps we should have achieved a better result and practically full support for the Commission 's proposals .","Wenn wir uns auf dieses Thema konzentriert hätten , wären wir vielleicht zu einem besseren Ergebnis und zu einer praktisch uneingeschränkten Unterstützung der Vorschläge der Europäischen Kommission gelangt ."
566,"Madam President , I too am a small but active minority within the Group of the European People 's Party .","Frau Präsidentin ! Ich gehöre auch zu einer kleinen Minderheit , allerdings zu einer rührigen Minderheit in der Fraktion der Europäischen Volkspartei ."
567,"Pharmaceutical research is both costly and time-consuming , and it can take up to ten or twelve years before a new medicine is ready to be put on the market .",Die pharmazeutische Forschung ist sowohl kostspielig als auch zeitraubend . Es dauert ungefähr zehn bis zwölf Jahre bis ein neues Medikament auf den Markt gebracht werden kann .
568,In 1993 the average cost of research and development was estimated at ECU 275 million .,Für das Jahr 1993 wurden die durchschnittlichen Kosten für Forschung und Entwicklung auf 275 Millionen ECU geschätzt .
569,You can well imagine that sums like this can only be generated by companies with sufficient cashflow throughout the ten years which it takes to develop a new product .,"Frau Präsidentin , Sie können sich vorstellen , daß derart hohe Beträge nur von Unternehmen bereitgestellt werden können , die während der zehn Jahre dauernden Entwicklungsphase des neuen Produktes über ausreichenden cash flow verfügen ."
570,"And not only are the costs high , there is also a considerable element of risk involved .","Die Kosten sind nicht nur hoch , sondern auch mit Risiken verbunden ."
571,All of this means that it is only the really big companies that can spare the money for research and development .,"Dies alles führt dazu , daß nur die sehr großen Unternehmen das Geld für Forschung und Entwicklung aufbringen können ."
572,I obviously do not want American patent-holders to carry on benefiting once the patent has expired .,"Es dürfte Ihnen klar sein , daß ich den amerikanischen Patentinhaber nach Ablauf des Patents nicht zusätzlich belohnen möchte ."
573,"The patent period was the reward we offered the industry under the previous GATT system , in return for its investment in developing new products .","Die Dauer des Patents ist die Belohnung , die wir im früheren GATT-Zusammenhang für Investitionen vorgesehen haben , die von der Industrie zwecks Entwicklung eines neuen Produkts gemacht werden ."
574,So we need to introduce an exemption in Europe to allow research into generic medicines to start before the patents on them expire .,Wir müssen also auch in Europa vor dem Ablauf eines Patents für Freiheit bei der Erforschung von generischen Arzneimitteln sorgen .
575,"We need to allow products to be developed and marketed as soon as possible , so that production costs can be recouped as quickly as possible .","Ein Produkt wird nämlich dort entwickelt , wo eine solche Entwicklung am ehesten begonnen werden und ein Erzeugnis am ehesten auf den Markt gebracht werden darf , um die Produktionskosten so schnell wie möglich wieder hereinzubekommen ."
576,"If the House does not support paragraph 17 , we shall simply be relegating our industry still further down the table .","Frau Präsidentin , wenn wir in diesem Parlament Absatz 17 nicht unterstützen , tragen wir zum weiteren Rückstand unserer eigenen Industrie bei ."
577,"Madam President , this debate has shown that our communication was very necessary and , in my view , that we still need to discuss this issue further .","Frau Präsidentin , diese Debatte hat gezeigt , daß unsere Mitteilung notwendig ist und daß meines Erachtens auch eine weitere Debatte notwendig ist ."
578,A number of questions have been raised here today which need to be examined in detail .,"Wir müssen Fragen , die hier angesprochen wurden , noch vertiefen ."
579,Our communication clearly shows that this is not the case .,Das geht schon aus einer Lektüre dieser Mitteilung hervor .
580,"The Community 's industrial policy in the pharmaceutical sector needs to take account of both the public health and social security aspects , without undermining the Member States ' powers in this field .","Die Industriepolitik der Gemeinschaft für den Arzneimittelsektor muß die beiden Aspekte "" öffentliche Gesundheit "" und "" Sozialversicherung "" berücksichtigen , ohne dabei die Zuständigkeiten der Mitgliedstaaten in Frage zu stellen ."
581,"Maybe attacking the Commission is just a good way of enlivening the debate , and it is something we are quite accustomed to .","Das ist richtig , und daran sind wir ja auch gewöhnt ."
582,What are the problems here ?,Um welche Probleme handelt es sich hier ?
